Dimension,Crossover Method,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
5,path_relinking_crossover,5,5,0.1,30.581111171692594,33.10419689513893,1.1397548456488718,0.0010004043579101562
5,path_relinking_crossover,5,5,0.2,49.29382294354777,53.398643097658166,3.4647155008996053,0.0010004043579101562
5,path_relinking_crossover,5,5,0.5,15.895390416119678,15.895390416119678,0.0,0.001001119613647461
5,path_relinking_crossover,5,5,1.0,33.8084393540134,34.55518700443931,0.29869906017036385,0.0009996891021728516
5,path_relinking_crossover,5,5,1.5,15.325994827481793,15.325994827481793,0.0,0.0009996891021728516
5,path_relinking_crossover,5,5,2.0,7.480999877084493,27.68089447082144,8.220728969450091,0.0010004043579101562
5,path_relinking_crossover,5,10,0.1,21.838370211494635,24.120229523233753,0.685579612280272,0.002000093460083008
5,path_relinking_crossover,5,10,0.2,25.69834679820717,25.69834679820717,2.0126883019043036,0.0010006427764892578
5,path_relinking_crossover,5,10,0.5,5.3916550123386475,25.88599169990741,6.911369597416869,0.0009999275207519531
5,path_relinking_crossover,5,10,1.0,30.085568421458554,30.46173542240568,0.15046680037885096,0.002000570297241211
5,path_relinking_crossover,5,10,1.5,10.506937819278921,27.80954308013986,5.659654917399341,0.0010001659393310547
5,path_relinking_crossover,5,10,2.0,13.711529223485899,19.05361906667137,1.8546325811491216,0.0020003318786621094
5,path_relinking_crossover,5,20,0.1,8.152174475018143,69.47924845372766,20.640447764849117,0.0030002593994140625
5,path_relinking_crossover,5,20,0.2,13.42014616134776,16.601227272264296,0.6661904452557339,0.0030007362365722656
5,path_relinking_crossover,5,20,0.5,3.430027169514922,20.445429996997547,6.430510125956513,0.004000663757324219
5,path_relinking_crossover,5,20,1.0,4.284562525485169,24.01502950761525,5.015945354647815,0.003000974655151367
5,path_relinking_crossover,5,20,1.5,3.8197841930473935,24.804930122553344,5.545851865631094,0.003000497817993164
5,path_relinking_crossover,5,20,2.0,17.46845694898159,33.5571807303518,5.890539975966386,0.00400090217590332
5,path_relinking_crossover,5,50,0.1,2.6396605716800607,22.03210222291176,4.432399123351772,0.007002830505371094
5,path_relinking_crossover,5,50,0.2,2.4312175262320217,14.986953966057161,2.896252563077227,0.006000995635986328
5,path_relinking_crossover,5,50,0.5,4.466389562265402,39.793916815330135,7.3484930090108636,0.006001472473144531
5,path_relinking_crossover,5,50,1.0,11.858284948788063,34.39020329367005,7.025934475320089,0.007001399993896484
5,path_relinking_crossover,5,50,1.5,2.0444449634143034,41.13594842821303,7.82585994352551,0.007001638412475586
5,path_relinking_crossover,5,50,2.0,1.8588344026751038,34.5541256721061,7.111178587806975,0.008002281188964844
5,path_relinking_crossover,5,100,0.1,1.1595603385980482,17.072080210011073,4.193262224244252,0.014002561569213867
5,path_relinking_crossover,5,100,0.2,1.5348153417361026,27.679221803670067,5.072048117303196,0.013003349304199219
5,path_relinking_crossover,5,100,0.5,4.740569045520244,30.256496102776815,5.849677563418337,0.013002634048461914
5,path_relinking_crossover,5,100,1.0,1.027104631880988,23.922380418661284,5.545355798011647,0.01300358772277832
5,path_relinking_crossover,5,100,1.5,5.048685096120421,28.868095457555103,5.1159829428773405,0.013002157211303711
5,path_relinking_crossover,5,100,2.0,1.2635958442785196,31.38260641972701,7.621670316980459,0.014003992080688477
5,path_relinking_crossover,10,5,0.1,55.77581602825585,59.88980915231819,2.015436791854245,0.0020008087158203125
5,path_relinking_crossover,10,5,0.2,20.28365396422113,21.33503785990662,0.42055355827419594,0.002999544143676758
5,path_relinking_crossover,10,5,0.5,3.1141078450331108,22.695672273655585,7.5264507470309905,0.0030007362365722656
