Function,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
rastrigin_modified,5,5,0.1,42.74939479225625,42.74939479225625,0.7094276959084295,0.002001523971557617
rastrigin_modified,5,5,0.2,20.342720654913357,27.564560346300294,2.888735876554774,0.00099945068359375
rastrigin_modified,5,5,0.5,48.66606857912318,53.98104247019256,3.2825886317350936,0.0009999275207519531
rastrigin_modified,5,5,1.0,26.65016548873679,26.65016548873679,3.552713678800501e-15,0.0010006427764892578
rastrigin_modified,5,5,1.5,21.52415841887846,28.025630332095993,3.829244936508205,0.0020020008087158203
rastrigin_modified,5,5,2.0,85.01685529999777,85.01685529999777,0.0,0.0009989738464355469
rastrigin_modified,5,10,0.1,18.388421738293147,21.06235875014708,1.6318337372402543,0.002001047134399414
rastrigin_modified,5,10,0.2,27.219949156145596,28.16060672546803,0.3718740996486468,0.002000093460083008
rastrigin_modified,5,10,0.5,28.97242989576096,62.57884772188429,10.062709182245126,0.003000020980834961
rastrigin_modified,5,10,1.0,10.161377415188607,22.17279869715632,3.5551962258650267,0.002000570297241211
rastrigin_modified,5,10,1.5,3.389709039192894,26.612171218835606,7.245906053657597,0.0020008087158203125
rastrigin_modified,5,10,2.0,12.278605670772984,37.054963652965306,8.10520754355094,0.002000093460083008
rastrigin_modified,5,20,0.1,1.9964829857845672,3.1654784266890594,0.2724972347027773,0.004000425338745117
rastrigin_modified,5,20,0.2,5.213833984915647,10.70141073087089,1.048508294582876,0.00400090217590332
rastrigin_modified,5,20,0.5,10.76078007736792,27.70137714095052,5.019662099004909,0.00400090217590332
rastrigin_modified,5,20,1.0,29.196087736102776,45.594941438580996,3.9314380763312298,0.0040013790130615234
rastrigin_modified,5,20,1.5,10.572260591999605,31.97424987482305,6.300005993957864,0.0040013790130615234
rastrigin_modified,5,20,2.0,4.298167073507075,12.015971729312522,1.6797920554317602,0.00400090217590332
rastrigin_modified,5,50,0.1,3.7492468498756466,14.92141093234608,3.0294239477754714,0.009001016616821289
rastrigin_modified,5,50,0.2,6.811890441324483,22.305734848967273,4.4516035424931095,0.009002208709716797
rastrigin_modified,5,50,0.5,5.211569473875105,32.7025043211883,5.9992191801434185,0.009003400802612305
rastrigin_modified,5,50,1.0,5.408245922119708,21.097822803793793,4.572411276285723,0.008000612258911133
rastrigin_modified,5,50,1.5,4.800399774639644,27.058053347428473,5.897203269666822,0.009001731872558594
rastrigin_modified,5,50,2.0,4.357654002007223,28.04418552695602,5.182543025405422,0.009001970291137695
rastrigin_modified,5,100,0.1,0.07488558213543683,10.428873861741083,1.7520323794480508,0.01700425148010254
rastrigin_modified,5,100,0.2,1.284454347535977,16.049331899501993,2.760558506389736,0.016003131866455078
rastrigin_modified,5,100,0.5,0.35410508524134343,19.529787466058615,5.058235760981331,0.017003774642944336
rastrigin_modified,5,100,1.0,4.9663116358399595,33.20110710954133,5.6218504597975025,0.024005889892578125
rastrigin_modified,5,100,1.5,1.9398080766220147,54.60864185894617,7.268685303841993,0.020003557205200195
rastrigin_modified,5,100,2.0,3.241137289035507,31.495883018862294,4.454438719454975,0.02300572395324707
rastrigin_modified,10,5,0.1,35.30631513615343,35.34484744472727,0.6772307214104188,0.0019998550415039062
rastrigin_modified,10,5,0.2,9.244409668307457,9.244409668307457,0.01889483675603572,0.003000974655151367
rastrigin_modified,10,5,0.5,8.417664915896818,22.154793717982585,5.333772086566228,0.0020003318786621094
rastrigin_modified,10,5,1.0,28.022320053137193,28.022320053137193,3.552713678800501e-15,0.002000570297241211
rastrigin_modified,10,5,1.5,16.228403572955237,16.228403572955237,0.0,0.0030007362365722656
rastrigin_modified,10,5,2.0,12.850479820444733,12.850479820444733,1.4230547637597801,0.0020003318786621094
rastrigin_modified,10,10,0.1,14.11470064254764,16.767142932943003,0.8910828039815436,0.0050008296966552734
rastrigin_modified,10,10,0.2,29.67646386677007,39.00787918350291,2.975443024411785,0.005001544952392578
rastrigin_modified,10,10,0.5,29.26353278890828,39.59916485235189,3.247473644075709,0.005001068115234375
rastrigin_modified,10,10,1.0,20.30342434077103,26.549470915745594,1.873813972492369,0.00400090217590332
rastrigin_modified,10,10,1.5,5.166241065864217,22.92892454644018,3.883866931120149,0.004001140594482422
rastrigin_modified,10,10,2.0,11.841990111350727,23.213147056557872,5.781434478549841,0.004000663757324219
rastrigin_modified,10,20,0.1,9.643540545255773,12.016464943010353,0.6852128447654081,0.008002519607543945
rastrigin_modified,10,20,0.2,2.0873719457236177,7.72987620254181,1.2436781264807972,0.008001327514648438
rastrigin_modified,10,20,0.5,12.944301442378237,30.950944054302347,5.4740469495484305,0.007001638412475586
rastrigin_modified,10,20,1.0,5.424329601870623,24.338754432608734,5.48054198804591,0.007001399993896484
rastrigin_modified,10,20,1.5,2.083582570890357,25.78790268510903,8.358292129576151,0.007001638412475586
rastrigin_modified,10,20,2.0,1.0087571125939547,20.642049449036044,5.864423580282209,0.007001399993896484
rastrigin_modified,10,50,0.1,4.977692975916803,7.957754389359934,0.4130811228602738,0.016003847122192383
rastrigin_modified,10,50,0.2,0.08369236855338968,2.2368463387444955,0.5449402573736722,0.017004013061523438
rastrigin_modified,10,50,0.5,2.713849730153889,23.996405146414887,6.896914098503673,0.01600360870361328
rastrigin_modified,10,50,1.0,2.512109049514052,22.097879635640354,4.645274421412149,0.01600360870361328
rastrigin_modified,10,50,1.5,1.0099975452189902,37.73051444267522,7.499985003022904,0.01900458335876465
rastrigin_modified,10,50,2.0,3.04645805099468,25.697401624737207,4.111575160857211,0.01900482177734375
rastrigin_modified,10,100,0.1,0.005996433705526272,5.964709898986166,0.7223454912241976,0.032007455825805664
rastrigin_modified,10,100,0.2,1.1831684249253591,11.08129081770682,1.3868118007664667,0.03500699996948242
rastrigin_modified,10,100,0.5,1.3949487644550018,23.02753488230419,4.2129448736323045,0.04300951957702637
rastrigin_modified,10,100,1.0,2.0750020273756498,22.508754029447722,4.1391990764173086,0.040010929107666016
rastrigin_modified,10,100,1.5,2.540582717480916,32.718398167947406,5.013862223831292,0.038007497787475586
rastrigin_modified,10,100,2.0,0.07472145296710409,24.382472170147153,6.385230798070949,0.03600764274597168
rastrigin_modified,20,5,0.1,23.235668366834417,27.01139922302905,2.2332424756584213,0.004001140594482422
rastrigin_modified,20,5,0.2,5.082593637319539,5.486277280176147,0.1614734571426432,0.005001068115234375
rastrigin_modified,20,5,0.5,11.465796339899226,30.60061535047405,7.5032091125159,0.005001068115234375
