Function,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
rastrigin_modified,5,5,0.1,12.816365031675861,174.44163443145757,62.716519583225164,0.0010004043579101562
rastrigin_modified,5,5,0.2,4.023519827233674,39.57184302500997,14.006410665002125,0.002000093460083008
rastrigin_modified,5,5,0.5,61.97882549692594,146.63603151543896,31.505688607980655,0.0020008087158203125
rastrigin_modified,5,5,1.0,27.04144091720552,177.81756089083876,56.60931630339446,0.0009999275207519531
rastrigin_modified,5,5,1.5,18.91087327521103,175.66507053342363,61.67293573791561,0.0020008087158203125
rastrigin_modified,5,5,2.0,29.04661642783138,104.10579612517233,30.867654522221766,0.003000974655151367
rastrigin_modified,5,10,0.1,53.29432885327424,132.41794493715489,29.12770920249795,0.0020003318786621094
rastrigin_modified,5,10,0.2,19.11162126189924,168.62542391429605,42.85733823081842,0.003000020980834961
rastrigin_modified,5,10,0.5,23.269105432045055,195.3995008087515,49.925741996001676,0.0030007362365722656
rastrigin_modified,5,10,1.0,25.56073447711322,145.60205714972278,42.721007454056455,0.0040013790130615234
rastrigin_modified,5,10,1.5,7.131941247048395,201.50466870440908,57.69174308276036,0.002000570297241211
rastrigin_modified,5,10,2.0,46.52535394349664,136.1728248306369,28.95154464358571,0.003000497817993164
rastrigin_modified,5,20,0.1,22.258763730926333,190.71908305928946,43.126801380880096,0.004000663757324219
rastrigin_modified,5,20,0.2,24.954644657578932,173.11505885623347,34.244804250424174,0.005002021789550781
rastrigin_modified,5,20,0.5,32.24892112653568,207.94258931186806,41.654648401097994,0.008001089096069336
rastrigin_modified,5,20,1.0,13.204732386958947,193.29998464467025,39.64029818803525,0.006000995635986328
rastrigin_modified,5,20,1.5,10.14635948465282,179.31091274261104,44.6227249742882,0.008002042770385742
rastrigin_modified,5,20,2.0,4.790452183179337,205.3244442826654,55.66761962329847,0.011002779006958008
rastrigin_modified,5,50,0.1,13.616219574306232,196.54414678423927,47.978758003320905,0.012002229690551758
rastrigin_modified,5,50,0.2,4.660887822270212,184.45874104351049,37.44144573732909,0.016003847122192383
rastrigin_modified,5,50,0.5,4.6646927831736384,201.63240765966165,35.72006108816524,0.013002872467041016
rastrigin_modified,5,50,1.0,24.15704081329599,200.87446461972849,34.227717626884875,0.009001970291137695
rastrigin_modified,5,50,1.5,8.77637450805394,200.6540507852053,39.318633052006874,0.011002779006958008
rastrigin_modified,5,50,2.0,2.8261513981524047,209.9104466813207,36.68580396363605,0.013002872467041016
rastrigin_modified,5,100,0.1,7.414844397413134,219.29155828688062,44.39548803874399,0.024005413055419922
rastrigin_modified,5,100,0.2,8.401904789395296,217.21252650924598,39.217244485710964,0.02100515365600586
rastrigin_modified,5,100,0.5,5.233860388153889,219.59115977432606,40.108085110760626,0.018004179000854492
rastrigin_modified,5,100,1.0,9.051938106748022,210.60584295881745,39.50213488629315,0.02700638771057129
rastrigin_modified,5,100,1.5,12.81896069281661,220.82830237572398,37.318778124083124,0.02700519561767578
rastrigin_modified,5,100,2.0,10.762415938328386,210.04021145344706,30.24109684678135,0.03900909423828125
rastrigin_modified,10,5,0.1,65.55004417805763,142.33163704543585,29.424701203452457,0.0040013790130615234
rastrigin_modified,10,5,0.2,17.844461062567937,92.38687877186119,24.724114895402845,0.003000497817993164
rastrigin_modified,10,5,0.5,35.03053640008826,153.11324040882397,46.60298551548134,0.003000020980834961
rastrigin_modified,10,5,1.0,31.511895234797684,119.61910790283073,23.903694409328203,0.005001544952392578
rastrigin_modified,10,5,1.5,30.976833120886035,165.19990726346086,47.67105098914871,0.004001140594482422
rastrigin_modified,10,5,2.0,44.516623682105504,208.5022323812019,63.53908590702017,0.003000497817993164
rastrigin_modified,10,10,0.1,35.398240375182574,151.84038987091415,33.366422922388956,0.005001068115234375
rastrigin_modified,10,10,0.2,14.350742396219632,191.115083939165,53.25356796239465,0.005001068115234375
rastrigin_modified,10,10,0.5,16.641953714537816,147.30714207009572,33.471769636829144,0.005001068115234375
rastrigin_modified,10,10,1.0,35.69619274748373,176.2937117487253,36.66622250457447,0.004001140594482422
rastrigin_modified,10,10,1.5,29.558509774787947,110.121324720307,21.578378144608923,0.00400090217590332
rastrigin_modified,10,10,2.0,21.51117390143871,134.71967486582722,30.003615044562398,0.005001068115234375
rastrigin_modified,10,20,0.1,12.70235512995419,134.40813305571442,30.903236509679967,0.006001472473144531
rastrigin_modified,10,20,0.2,4.54304206325161,199.97988530840433,39.58478391098893,0.009001970291137695
rastrigin_modified,10,20,0.5,17.573983967655217,209.54399563157858,37.93034048273299,0.009002208709716797
rastrigin_modified,10,20,1.0,37.05679188471824,143.2562360437387,31.795389902151992,0.009001970291137695
rastrigin_modified,10,20,1.5,8.20083158915309,130.59167535644218,26.730463834030157,0.00800180435180664
rastrigin_modified,10,20,2.0,7.338426538990614,217.45818497245068,58.12246930976318,0.007001399993896484
rastrigin_modified,10,50,0.1,13.973217372121253,220.1853454513024,39.19253432341925,0.014003515243530273
rastrigin_modified,10,50,0.2,2.9933099255009665,179.17960514636485,38.73112655225173,0.03600883483886719
rastrigin_modified,10,50,0.5,9.5479535609615,217.31248678384583,44.9276787403776,0.04801130294799805
rastrigin_modified,10,50,1.0,12.283825599046157,218.92507837048748,32.876628945021565,0.02100348472595215
rastrigin_modified,10,50,1.5,10.183072131147448,204.71219926139528,42.5715492300171,0.03500866889953613
rastrigin_modified,10,50,2.0,19.93033450675924,207.32233270823343,36.96456511906906,0.025005340576171875
