Function,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
rastrigin_modified,5,5,0.1,21.82709536248309,21.82709536248309,0.0,0.0010004043579101562
rastrigin_modified,5,5,0.2,37.33766669493434,37.637763280182995,0.14701670148216664,0.0010001659393310547
rastrigin_modified,5,5,0.5,36.39678507035646,52.78275600631018,6.698267963705284,0.0010004043579101562
rastrigin_modified,5,5,1.0,12.966506102937698,24.579190758395633,5.144351167495147,0.0020003318786621094
rastrigin_modified,5,5,1.5,36.96534709798878,58.82876024266631,8.745365257871011,0.0010004043579101562
rastrigin_modified,5,5,2.0,52.87332864130248,60.28174279844102,1.5716241952363987,0.0010006427764892578
rastrigin_modified,5,10,0.1,9.468535518437141,11.647138210393166,0.7694948399447558,0.0019996166229248047
rastrigin_modified,5,10,0.2,37.23287559906575,39.28742598735132,0.8218201553142279,0.0020008087158203125
rastrigin_modified,5,10,0.5,28.997952169283273,30.093402349908832,0.3286350541876676,0.002000570297241211
rastrigin_modified,5,10,1.0,6.1256648289661175,24.139009496116607,6.758344000406333,0.002000093460083008
rastrigin_modified,5,10,1.5,10.254787730105807,26.993606503032833,4.979862609716218,0.0020008087158203125
rastrigin_modified,5,10,2.0,8.069016973834987,25.322872992317954,6.329658592178996,0.002002239227294922
rastrigin_modified,5,20,0.1,18.76037069877077,20.97395627880132,0.7161551224801881,0.003998756408691406
rastrigin_modified,5,20,0.2,8.236832942237115,17.406776442337105,2.4732800143413196,0.0030024051666259766
rastrigin_modified,5,20,0.5,5.042865308836047,29.717296059282845,6.692639964172459,0.0040018558502197266
rastrigin_modified,5,20,1.0,5.644308248040698,25.39032384487266,4.974518539719202,0.004006624221801758
rastrigin_modified,5,20,1.5,17.064937826617708,42.1289755431667,5.804910728533064,0.003991842269897461
rastrigin_modified,5,20,2.0,1.0921834837638613,27.538356315012443,6.619749823689767,0.003000974655151367
rastrigin_modified,5,50,0.1,5.660981816489047,12.123882839303654,1.4076879587941866,0.009001970291137695
rastrigin_modified,5,50,0.2,5.533150752112036,19.794020335964035,2.4456146400183356,0.0080108642578125
rastrigin_modified,5,50,0.5,9.140687962796255,32.14723153961177,5.649535412247903,0.01000213623046875
rastrigin_modified,5,50,1.0,5.0739684618799,38.966151080730825,5.494352018801768,0.008992910385131836
rastrigin_modified,5,50,1.5,1.432558967128351,23.442340182539684,6.368931436000002,0.009001970291137695
rastrigin_modified,5,50,2.0,1.086574021008694,38.278618027018,8.477584816852348,0.009001493453979492
