Dimension,Crossover Method,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
4,multi_point_crossover,5,5,0.1,23.92897538377451,23.92897538377451,0.0,0.00099945068359375
4,multi_point_crossover,5,5,0.2,40.832582395160536,40.832582395160536,0.0,0.0010001659393310547
4,multi_point_crossover,5,5,0.5,20.601403360949607,22.075865935423685,0.5897850297896312,0.0010006427764892578
4,multi_point_crossover,5,5,1.0,22.438706872948735,27.713600854159505,2.1099575924843084,0.0010001659393310547
4,multi_point_crossover,5,5,1.5,14.06472561416621,14.06472561416621,0.0,0.0009999275207519531
4,multi_point_crossover,5,5,2.0,16.907017567416407,28.3559685401883,4.231112864696318,0.0010001659393310547
4,multi_point_crossover,5,10,0.1,1.09833561889727,2.412767941829891,0.5618331696415594,0.0010004043579101562
4,multi_point_crossover,5,10,0.2,13.838042111424677,22.130851846377084,2.459011670215653,0.0010001659393310547
4,multi_point_crossover,5,10,0.5,10.844007356965532,29.973817601432707,5.548966927085988,0.0020003318786621094
4,multi_point_crossover,5,10,1.0,34.85109249657265,49.200741103439555,4.681812252959089,0.0010001659393310547
4,multi_point_crossover,5,10,1.5,19.13147997048504,23.67445394331025,3.8050734484384066,0.002000570297241211
4,multi_point_crossover,5,10,2.0,5.137236128072534,19.49521980253178,4.505623738741473,0.0010004043579101562
4,multi_point_crossover,5,20,0.1,5.848068159930042,16.086011456700817,2.9295014605764322,0.003000497817993164
4,multi_point_crossover,5,20,0.2,1.5059773588828378,14.404116387521231,3.3887961280188486,0.003000497817993164
4,multi_point_crossover,5,20,0.5,3.5540903168373355,34.656299924427344,8.89757650887408,0.0030012130737304688
4,multi_point_crossover,5,20,1.0,8.85002564770974,11.839135130132622,0.6948502297180409,0.0030002593994140625
4,multi_point_crossover,5,20,1.5,10.384001171843114,30.935097272205503,5.355489320854672,0.0020003318786621094
4,multi_point_crossover,5,20,2.0,12.2134357924225,36.839469397014035,6.925542890571117,0.003000974655151367
4,multi_point_crossover,5,50,0.1,2.936442411937577,18.49266045745834,4.635298869628341,0.006001472473144531
4,multi_point_crossover,5,50,0.2,5.060636498317564,11.651654528731903,1.6061289637895488,0.007001399993896484
4,multi_point_crossover,5,50,0.5,3.4307918422752266,30.560518625542876,6.454108430408067,0.0070018768310546875
4,multi_point_crossover,5,50,1.0,2.0228686841847505,25.04060917623277,5.327602535227272,0.00600123405456543
4,multi_point_crossover,5,50,1.5,0.42982407676960577,22.164011594001888,5.934490214652183,0.006001710891723633
4,multi_point_crossover,5,50,2.0,4.732401834067158,41.409053117824826,6.988355731082469,0.007002353668212891
