Dimension,Crossover Method,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
100,one_point_crossover,5,5,0.1,47.39353326018948,49.09758874875604,1.3526329249705473,0.0010004043579101562
100,one_point_crossover,5,5,0.2,43.04898826777696,45.51273904958427,0.9673972748072734,0.0009999275207519531
100,one_point_crossover,5,5,0.5,14.144165782447828,14.144165782447828,0.0,0.0010001659393310547
100,one_point_crossover,5,5,1.0,26.17496735664261,26.17496735664261,0.0,0.0010004043579101562
100,one_point_crossover,5,5,1.5,20.33972347836523,27.616451634066884,2.8913422534845905,0.002000570297241211
100,one_point_crossover,5,5,2.0,8.210273194947202,8.210273194947202,0.0,0.0010001659393310547
100,one_point_crossover,5,10,0.1,2.1500380166435846,18.025983697027073,6.222121519082912,0.002001047134399414
100,one_point_crossover,5,10,0.2,17.556565364138148,24.506604134237147,1.9551492303617501,0.0019996166229248047
100,one_point_crossover,5,10,0.5,22.12193296100858,43.28937655342599,6.660544353199127,0.0020003318786621094
100,one_point_crossover,5,10,1.0,7.969257821563332,19.717947566481683,4.573184341853211,0.002000093460083008
100,one_point_crossover,5,10,1.5,18.589494717549687,39.24257146660914,8.250267010352045,0.002000570297241211
100,one_point_crossover,5,10,2.0,13.890843965275717,21.812523002639303,5.350730246888516,0.002000570297241211
100,one_point_crossover,5,20,0.1,3.7105933604614023,12.73348818735635,2.516278295551618,0.00400090217590332
100,one_point_crossover,5,20,0.2,3.5968511776137717,22.40451082736498,6.228154775948103,0.0040013790130615234
100,one_point_crossover,5,20,0.5,5.273793217121042,32.712390973190146,8.5448149139262,0.005108356475830078
100,one_point_crossover,5,20,1.0,12.809501777485117,39.4335136283604,6.543747785959383,0.0030007362365722656
100,one_point_crossover,5,20,1.5,12.188158359611176,33.95020614495791,6.768096893961049,0.004000663757324219
100,one_point_crossover,5,20,2.0,3.573256209389182,29.605135671493834,7.9867565503711075,0.0030002593994140625
100,one_point_crossover,5,50,0.1,2.0766059308317146,14.509821005540505,3.633167952334455,0.008002042770385742
100,one_point_crossover,5,50,0.2,4.073961986130538,24.902379275245742,4.80235360040303,0.011002540588378906
100,one_point_crossover,5,50,0.5,2.2751986184397595,32.823318359556616,6.300788942463023,0.009001970291137695
100,one_point_crossover,5,50,1.0,3.9054693618887306,34.67624471348537,7.057109155884022,0.010002851486206055
100,one_point_crossover,5,50,1.5,2.3611514790449135,25.38531773880758,4.887421433097972,0.008001565933227539
100,one_point_crossover,5,50,2.0,1.9839878724575115,39.05449530839883,7.971326281014069,0.009001731872558594
100,one_point_crossover,5,100,0.1,4.482877298071395,18.303253346449452,2.793247121269519,0.015003442764282227
100,one_point_crossover,5,100,0.2,1.0508143210376488,29.787405684363115,6.116347152318248,0.01798272132873535
100,one_point_crossover,5,100,0.5,3.502400447821927,30.844287206772876,5.1423546663485284,0.012001991271972656
100,one_point_crossover,5,100,1.0,2.338048204305565,35.13567157373548,6.005663957807485,0.01300358772277832
100,one_point_crossover,5,100,1.5,4.994390302740266,26.5039922220608,5.350495798382322,0.013003349304199219
100,one_point_crossover,5,100,2.0,1.573270144993323,33.05049200414533,6.453692111573126,0.016003131866455078
100,one_point_crossover,10,5,0.1,18.654231225360114,19.806482517361616,0.45364579765082075,0.0020003318786621094
100,one_point_crossover,10,5,0.2,20.358417043391928,21.087694595440766,3.0040809541954374,0.002001523971557617
100,one_point_crossover,10,5,0.5,18.99922333135531,18.99922333135531,0.25432628457316186,0.0019989013671875
100,one_point_crossover,10,5,1.0,6.4630710376865395,6.4630710376865395,0.0,0.0030057430267333984
100,one_point_crossover,10,5,1.5,15.54275722215898,15.54275722215898,5.351017997255736,0.0039980411529541016
100,one_point_crossover,10,5,2.0,17.127414409278522,17.127414409278522,0.0,0.0029997825622558594
100,one_point_crossover,10,10,0.1,13.550462629779066,20.60389373026212,2.05833103298375,0.003000020980834961
100,one_point_crossover,10,10,0.2,1.7057570430189486,7.686422764408057,1.9346121131630918,0.0040013790130615234
100,one_point_crossover,10,10,0.5,11.1816922296227,32.450554814491646,5.904157303325785,0.003000020980834961
100,one_point_crossover,10,10,1.0,13.622419221023724,33.16872595700029,5.369189216662114,0.0040013790130615234
100,one_point_crossover,10,10,1.5,5.170401437812794,22.91870978326711,6.238853374098006,0.004000186920166016
100,one_point_crossover,10,10,2.0,3.2036235083696383,24.93777008519435,6.811345490917588,0.0030002593994140625
