Dimension,Crossover Method,Generations,Population Size,Step Size,Best Fitness,Worst Fitness,Standard Deviation,Elapsed Time
10,multi_point_crossover,5,5,0.1,26.04417007785809,27.52079276321617,0.6652046154555608,0.0009999275207519531
10,multi_point_crossover,5,5,0.2,20.788915861570786,20.788915861570786,0.0,0.0009999275207519531
10,multi_point_crossover,5,5,0.5,29.07216117431203,50.51585584497366,8.562313675209367,0.0020003318786621094
10,multi_point_crossover,5,5,1.0,16.42141909828866,16.42141909828866,0.0,0.0010006427764892578
10,multi_point_crossover,5,5,1.5,13.334929523570885,13.334929523570885,1.7763568394002505e-15,0.0010001659393310547
10,multi_point_crossover,5,5,2.0,16.983844693424256,16.983844693424256,0.0,0.0010001659393310547
10,multi_point_crossover,5,10,0.1,19.690006349064394,28.916718737740165,2.780545513763671,0.002001047134399414
10,multi_point_crossover,5,10,0.2,4.754995367091894,21.328571270010528,7.050831680132961,0.001999378204345703
10,multi_point_crossover,5,10,0.5,4.656764935353289,34.62664511372616,9.98488227925797,0.002000570297241211
10,multi_point_crossover,5,10,1.0,15.757987777158817,31.08587294167102,5.507367747846099,0.0010004043579101562
10,multi_point_crossover,5,10,1.5,5.028790763803064,22.723924669996705,5.124780109695119,0.0020003318786621094
10,multi_point_crossover,5,10,2.0,25.900599465744822,47.37726563463023,6.113540729746053,0.0020003318786621094
10,multi_point_crossover,5,20,0.1,4.5119140566818245,7.888984997500952,1.2322905108095985,0.002000570297241211
10,multi_point_crossover,5,20,0.2,11.594767417601506,17.837076820358394,3.118583344423457,0.003000974655151367
10,multi_point_crossover,5,20,0.5,13.508414311336052,26.64131472532695,5.429634002170725,0.0030007362365722656
10,multi_point_crossover,5,20,1.0,5.3976736865143415,22.597856416085953,5.80105455871056,0.003000497817993164
10,multi_point_crossover,5,20,1.5,3.552259175389743,38.239844121682495,8.103546066107732,0.002000570297241211
10,multi_point_crossover,5,20,2.0,6.366798505327157,26.683647109624474,6.799574400107365,0.0030007362365722656
10,multi_point_crossover,5,50,0.1,3.906387687013833,10.913517553868793,1.7837518129981578,0.007001161575317383
10,multi_point_crossover,5,50,0.2,4.652071073724473,21.660392755489703,3.1387521389095103,0.008002042770385742
10,multi_point_crossover,5,50,0.5,2.100263666942972,22.985175396116645,5.517507424149249,0.0060007572174072266
10,multi_point_crossover,5,50,1.0,0.8501923736521917,28.666028669124728,6.68805906809563,0.010002851486206055
10,multi_point_crossover,5,50,1.5,4.9993036690677215,33.72496587991451,6.053632626016597,0.010004997253417969
10,multi_point_crossover,5,50,2.0,1.2112031994153156,29.437562281633625,6.4711304298239645,0.02000141143798828
10,multi_point_crossover,5,100,0.1,0.20187228082859576,12.538927587204952,2.6354453068803565,0.025005578994750977
10,multi_point_crossover,5,100,0.2,5.323160717205743,23.585584778322975,4.340815464861281,0.01700425148010254
10,multi_point_crossover,5,100,0.5,2.143553965761498,32.881846032694696,5.936596336631081,0.01600337028503418
10,multi_point_crossover,5,100,1.0,1.0046793149123374,34.21063395157422,7.280864356010363,0.019004344940185547
10,multi_point_crossover,5,100,1.5,0.37668341907204095,29.77411840316131,4.7523261773947585,0.015003442764282227
10,multi_point_crossover,5,100,2.0,3.3874716833168677,44.209441294400726,7.945437950325872,0.017004013061523438
10,multi_point_crossover,10,5,0.1,44.32070597280503,47.53033690351123,1.9236881631083356,0.0020008087158203125
10,multi_point_crossover,10,5,0.2,58.626955753696016,58.626955753696016,0.0,0.004000663757324219
10,multi_point_crossover,10,5,0.5,12.620678907824288,23.508923202729555,4.355297717962107,0.0030002593994140625
10,multi_point_crossover,10,5,1.0,26.811629421731553,26.811629421731553,3.552713678800501e-15,0.003000974655151367
10,multi_point_crossover,10,5,1.5,32.81746008935171,43.08875398415601,5.03188580808692,0.0020003318786621094
10,multi_point_crossover,10,5,2.0,22.6954199002631,23.4063668125528,0.34829143386339817,0.002000570297241211
10,multi_point_crossover,10,10,0.1,21.71704807727128,25.663655069349307,1.9619886640235833,0.005001068115234375
10,multi_point_crossover,10,10,0.2,18.546983461570484,26.020203433292227,2.213467182192627,0.003000497817993164
10,multi_point_crossover,10,10,0.5,10.856574680645966,23.97990202822995,3.801168703071803,0.004001140594482422
10,multi_point_crossover,10,10,1.0,4.8188538123391425,7.210305140088597,0.7572496725104803,0.0050013065338134766
10,multi_point_crossover,10,10,1.5,10.553702422594133,12.997463800993431,0.7331284135197894,0.0030002593994140625
10,multi_point_crossover,10,10,2.0,9.353761172506086,31.320451559070897,7.423543128076159,0.00400090217590332
10,multi_point_crossover,10,20,0.1,3.9807962786961397,4.8138434263823076,0.27317895555807153,0.006001949310302734
10,multi_point_crossover,10,20,0.2,4.38214878327301,14.070667870469844,2.475350090283279,0.007001399993896484
10,multi_point_crossover,10,20,0.5,4.4392551791892565,6.856507066322482,0.8514596488952848,0.006001472473144531
10,multi_point_crossover,10,20,1.0,0.048826155232799096,17.75908331802271,3.9301900336903635,0.00600123405456543
10,multi_point_crossover,10,20,1.5,5.401541577523041,24.229419221971096,4.7756471082882,0.008001565933227539
10,multi_point_crossover,10,20,2.0,8.084441024763267,28.828572175842844,6.114710732915683,0.006001472473144531
10,multi_point_crossover,10,50,0.1,2.0848945273421187,4.462702457638214,0.5078307611330203,0.017003774642944336
10,multi_point_crossover,10,50,0.2,1.0057567750267928,7.164522940125922,1.0755056022236433,0.01600503921508789
10,multi_point_crossover,10,50,0.5,1.1589860429081114,35.055054776023226,7.195022595460579,0.01300191879272461
10,multi_point_crossover,10,50,1.0,1.3718247114298343,27.230858909561565,4.186517104946935,0.012002706527709961
10,multi_point_crossover,10,50,1.5,0.28153347898650694,16.961544699753645,3.4835899346569192,0.013002872467041016
10,multi_point_crossover,10,50,2.0,0.22517304546271077,22.25806126018594,4.622241290590788,0.012002706527709961
10,multi_point_crossover,10,100,0.1,0.0787550060503115,1.9155874814965514,0.34991060354344705,0.02200484275817871
10,multi_point_crossover,10,100,0.2,0.008298184220720373,7.035371106686082,1.4697288504474626,0.02300548553466797
10,multi_point_crossover,10,100,0.5,0.3361701994396178,19.552796634889972,5.200303231561253,0.02700638771057129
10,multi_point_crossover,10,100,1.0,0.2288227750799976,21.00724138979966,4.965490608721321,0.0290067195892334
10,multi_point_crossover,10,100,1.5,0.047349433707623234,27.99664635847987,5.929694443978599,0.03300738334655762
10,multi_point_crossover,10,100,2.0,0.8637116461704153,33.34860957184685,8.066645347625006,0.03400754928588867
10,multi_point_crossover,20,5,0.1,4.028466429843293,4.028466429843293,0.0,0.004002094268798828
10,multi_point_crossover,20,5,0.2,25.09813041306284,28.229736733391782,1.2364200284373459,0.004000663757324219
10,multi_point_crossover,20,5,0.5,29.951780094046608,45.04876682440486,5.722488381976133,0.003000020980834961
10,multi_point_crossover,20,5,1.0,17.99190498352357,17.99190498352357,0.0,0.00400090217590332
10,multi_point_crossover,20,5,1.5,6.565905151316194,6.565905151316194,0.0,0.003000497817993164
10,multi_point_crossover,20,5,2.0,12.377244722350389,12.377244722350389,0.0,0.003002643585205078
10,multi_point_crossover,20,10,0.1,12.950880626953698,13.743255458015192,0.28356522626384306,0.005999326705932617
10,multi_point_crossover,20,10,0.2,4.059887712023917,4.550061541786205,0.15039684638633824,0.0050013065338134766
10,multi_point_crossover,20,10,0.5,18.112824860960025,38.18723057071487,7.883224430370127,0.007002115249633789
10,multi_point_crossover,20,10,1.0,10.140260739047935,31.72940234904175,6.453790214730624,0.0060007572174072266
